Time (ms),ax_m_s2,ay_m_s2,az_m_s2,gx_rad_s,gy_rad_s,gz_rad_s,Voltage (V),Current (A),Pressure (Pa),Temperature (C),Altitude (m),FlightPhase
59460,-0.09,-0.01,9.77,-0.010,0.007,0.005,12.403,35.72,100420.6,27.51,75.4,DISTANCE
59470,-0.04,-0.25,9.83,-0.008,-0.009,0.014,12.403,35.71,100420.7,27.51,75.4,DISTANCE
59480,0.15,-0.02,9.69,0.006,0.015,0.012,12.403,35.71,100420.9,27.51,75.3,DISTANCE
59490,0.13,-0.22,9.79,-0.004,-0.000,0.008,12.403,35.70,100421.0,27.51,75.3,DISTANCE
59500,-0.30,-0.21,9.90,0.015,0.025,0.015,12.403,35.70,100421.1,27.51,75.3,DISTANCE
59510,-0.00,0.14,9.67,-0.023,0.010,0.001,12.403,35.69,100421.3,27.51,75.3,DISTANCE
59520,0.04,-0.21,9.70,-0.012,-0.017,-0.001,12.403,35.69,100421.4,27.51,75.3,DISTANCE
59530,-0.13,0.29,9.64,0.016,-0.003,0.014,12.403,35.68,100421.5,27.51,75.3,DISTANCE
59540,-0.11,-0.07,9.64,0.012,0.008,0.014,12.403,35.68,100421.7,27.51,75.3,DISTANCE
59550,-0.30,-0.25,9.64,0.024,0.003,0.007,12.403,35.67,100421.8,27.51,75.3,DISTANCE
59560,0.11,-0.30,9.90,-0.015,0.003,0.004,12.403,35.67,100422.0,27.51,75.3,DISTANCE
59570,0.07,0.20,9.75,-0.007,-0.016,0.001,12.403,35.66,100422.1,27.51,75.2,DISTANCE
59580,-0.27,0.25,9.84,0.021,-0.007,0.014,12.403,35.66,100422.2,27.51,75.2,DISTANCE
59590,-0.00,0.25,9.79,0.022,-0.012,-0.000,12.403,35.65,100422.4,27.51,75.2,DISTANCE
59600,-0.26,-0.04,9.89,0.021,-0.012,0.018,12.403,35.65,100422.5,27.51,75.2,DISTANCE
59610,-0.25,-0.24,9.73,0.006,-0.013,0.018,12.403,35.64,100422.6,27.51,75.2,DISTANCE
59620,0.27,-0.17,9.82,0.025,0.006,0.019,12.403,35.64,100422.8,27.51,75.2,DISTANCE
59630,-0.11,0.06,9.63,-0.023,0.020,0.017,12.403,35.63,100422.9,27.51,75.2,DISTANCE
59640,-0.19,0.04,9.80,0.003,-0.019,0.000,12.403,35.62,100423.0,27.51,75.2,DISTANCE
59650,0.03,-0.18,9.78,0.009,-0.009,0.005,12.403,35.62,100423.2,27.51,75.2,DISTANCE
59660,-0.18,0.05,9.64,0.019,-0.003,0.010,12.403,35.61,100423.3,27.51,75.1,DISTANCE
59670,0.16,-0.26,9.70,-0.006,0.007,0.001,12.403,35.61,100423.4,27.51,75.1,DISTANCE
59680,-0.10,-0.25,9.74,-0.025,-0.021,0.017,12.403,35.60,100423.6,27.51,75.1,DISTANCE
59690,-0.18,0.29,9.81,0.012,-0.003,0.013,12.403,35.59,100423.7,27.51,75.1,DISTANCE
59700,-0.27,0.06,9.76,0.002,-0.015,0.010,12.403,35.59,100423.8,27.51,75.1,DISTANCE
59710,-0.07,-0.05,9.86,-0.008,-0.022,0.005,12.403,35.58,100424.0,27.51,75.1,DISTANCE
59720,0.30,0.02,9.89,-0.010,-0.012,0.017,12.403,35.58,100424.1,27.51,75.1,DISTANCE
59730,-0.30,0.05,9.68,-0.007,0.003,0.009,12.403,35.57,100424.2,27.51,75.1,DISTANCE
59740,-0.21,0.14,9.62,0.004,0.012,-0.000,12.403,35.56,100424.4,27.51,75.1,DISTANCE
59750,-0.04,-0.12,9.79,0.015,-0.023,0.016,12.403,35.56,100424.5,27.51,75.0,DISTANCE
59760,0.24,-0.27,9.74,-0.023,0.015,0.009,12.403,35.55,100424.6,27.51,75.0,DISTANCE
59770,-0.04,0.02,9.66,0.015,-0.018,0.005,12.403,35.55,100424.8,27.51,75.0,DISTANCE
59780,0.01,0.14,9.71,0.009,0.002,0.017,12.403,35.54,100424.9,27.51,75.0,DISTANCE
59790,0.04,0.28,9.64,0.012,0.009,0.014,12.403,35.53,100425.0,27.51,75.0,DISTANCE
59800,0.20,-0.05,9.83,-0.012,-0.019,0.011,12.403,35.53,100425.2,27.51,75.0,DISTANCE
59810,-0.22,-0.03,9.79,-0.016,0.022,0.012,12.403,35.52,100425.3,27.51,75.0,DISTANCE
59820,0.20,-0.01,9.67,0.014,0.006,0.018,12.403,35.51,100425.4,27.51,75.0,DISTANCE
59830,0.25,0.25,9.73,-0.010,0.003,0.010,12.403,35.51,100425.5,27.51,75.0,DISTANCE
59840,0.22,0.21,9.84,0.013,0.000,0.002,12.403,35.50,100425.7,27.51,74.9,DISTANCE
59850,-0.29,0.02,9.77,-0.019,0.001,0.016,12.403,35.49,100425.8,27.51,74.9,DISTANCE
59860,-0.10,0.03,9.88,-0.006,-0.010,0.005,12.403,35.49,100425.9,27.51,74.9,DISTANCE
59870,0.22,-0.23,9.68,0.015,0.001,0.015,12.403,35.48,100426.1,27.51,74.9,DISTANCE
59880,0.07,0.03,9.90,0.002,-0.004,0.017,12.403,35.47,100426.2,27.51,74.9,DISTANCE
59890,0.11,-0.23,9.79,0.018,-0.001,0.009,12.403,35.47,100426.3,27.51,74.9,DISTANCE
59900,0.26,0.21,9.78,0.021,-0.002,0.012,12.403,35.46,100426.5,27.51,74.9,DISTANCE
59910,-0.15,-0.25,9.75,0.002,0.008,0.001,12.403,35.45,100426.6,27.51,74.9,DISTANCE
59920,-0.08,-0.25,9.80,-0.023,-0.003,0.011,12.403,35.45,100426.7,27.51,74.9,DISTANCE
59930,0.24,0.05,9.85,0.000,0.006,-0.000,12.403,35.44,100426.8,27.51,74.8,DISTANCE
59940,-0.09,0.00,9.82,0.010,-0.001,0.015,12.403,35.43,100427.0,27.51,74.8,DISTANCE
59950,0.03,-0.10,9.78,0.017,-0.022,0.018,12.403,35.43,100427.1,27.51,74.8,DISTANCE
59960,0.14,-0.08,9.63,0.021,0.008,0.005,12.403,35.42,100427.2,27.51,74.8,DISTANCE
59970,-0.13,-0.27,9.63,-0.020,0.006,0.005,12.403,35.41,100427.4,27.51,74.8,DISTANCE
59980,0.14,-0.17,9.79,-0.009,-0.018,-0.000,12.403,35.41,100427.5,27.51,74.8,DISTANCE
59990,0.03,-0.17,9.85,0.023,-0.013,0.016,12.403,35.40,100427.6,27.51,74.8,DISTANCE
60000,-0.01,0.11,9.82,-0.023,0.024,0.009,12.403,35.39,100427.7,27.51,74.8,DISTANCE
60010,-0.06,0.10,9.70,0.003,0.014,0.002,12.403,35.38,100427.9,27.51,74.8,DISTANCE
60020,0.24,-0.21,9.77,-0.005,-0.023,0.006,12.403,35.38,100428.0,27.51,74.8,DISTANCE
60030,0.03,-0.11,9.83,0.012,-0.022,0.002,12.403,35.37,100428.1,27.51,74.7,DISTANCE
60040,-0.29,0.05,9.83,0.002,-0.021,0.004,12.404,35.36,100428.2,27.51,74.7,DISTANCE
60050,-0.26,-0.30,9.82,0.018,-0.011,0.016,12.404,35.35,100428.4,27.51,74.7,DISTANCE
60060,0.23,0.14,9.72,-0.019,0.023,0.014,12.404,35.35,100428.5,27.51,74.7,DISTANCE
60070,0.27,-0.23,9.85,0.015,0.011,0.003,12.404,35.34,100428.6,27.51,74.7,DISTANCE
60080,0.09,0.14,9.83,0.007,0.021,0.018,12.404,35.33,100428.8,27.51,74.7,DISTANCE
60090,0.03,-0.05,9.62,0.017,0.009,0.004,12.404,35.32,100428.9,27.51,74.7,DISTANCE
60100,0.23,-0.12,9.73,0.024,-0.007,0.018,12.404,35.32,100429.0,27.51,74.7,DISTANCE
60110,0.01,-0.14,9.83,-0.019,-0.010,0.005,12.404,35.31,100429.1,27.51,74.7,DISTANCE
60120,-0.26,-0.06,9.82,-0.001,-0.012,0.016,12.404,35.30,100429.3,27.51,74.6,DISTANCE
60130,-0.23,0.12,9.73,-0.005,-0.018,0.010,12.404,35.29,100429.4,27.51,74.6,DISTANCE
60140,-0.19,-0.28,9.68,0.018,0.017,0.006,12.404,35.29,100429.5,27.51,74.6,DISTANCE
60150,-0.18,-0.22,9.82,0.001,0.014,0.006,12.404,35.28,100429.6,27.52,74.6,DISTANCE
60160,-0.19,0.30,9.75,0.006,0.020,0.003,12.404,35.27,100429.7,27.52,74.6,DISTANCE
60170,-0.03,0.14,9.69,-0.013,-0.009,0.016,12.404,35.26,100429.9,27.52,74.6,DISTANCE
60180,0.07,0.21,9.65,-0.015,-0.007,0.013,12.404,35.25,100430.0,27.52,74.6,DISTANCE
60190,-0.25,0.23,9.68,0.025,0.002,0.009,12.404,35.25,100430.1,27.52,74.6,DISTANCE
60200,-0.10,-0.17,9.87,0.008,-0.010,0.006,12.404,35.24,100430.2,27.52,74.6,DISTANCE
60210,-0.02,0.04,9.66,0.006,-0.005,-0.001,12.404,35.23,100430.4,27.52,74.6,DISTANCE
60220,-0.04,0.27,9.71,0.011,-0.006,0.016,12.404,35.22,100430.5,27.52,74.5,DISTANCE
60230,-0.18,-0.19,9.72,-0.012,0.011,0.009,12.404,35.21,100430.6,27.52,74.5,DISTANCE
60240,0.13,-0.08,9.89,-0.020,-0.023,0.003,12.404,35.21,100430.7,27.52,74.5,DISTANCE
60250,-0.17,-0.19,9.81,-0.011,0.007,0.018,12.404,35.20,100430.9,27.52,74.5,DISTANCE
60260,0.10,-0.11,9.80,-0.002,-0.022,0.016,12.404,35.19,100431.0,27.52,74.5,DISTANCE
60270,0.25,-0.03,9.90,-0.017,0.001,0.002,12.404,35.18,100431.1,27.52,74.5,DISTANCE
60280,-0.22,-0.21,9.64,0.022,-0.022,0.018,12.404,35.17,100431.2,27.52,74.5,DISTANCE
60290,-0.16,-0.03,9.63,-0.006,0.025,0.009,12.404,35.16,100431.3,27.52,74.5,DISTANCE
60300,-0.22,0.03,9.70,-0.001,0.015,0.015,12.404,35.16,100431.5,27.52,74.5,DISTANCE
60310,-0.06,0.23,9.82,-0.005,0.014,0.006,12.404,35.15,100431.6,27.52,74.5,DISTANCE
60320,-0.25,0.28,9.77,-0.021,0.015,0.012,12.404,35.14,100431.7,27.52,74.4,DISTANCE
60330,-0.04,0.16,9.80,-0.009,0.018,0.010,12.404,35.13,100431.8,27.52,74.4,DISTANCE
60340,-0.09,-0.15,9.73,-0.014,-0.018,0.015,12.404,35.12,100431.9,27.52,74.4,DISTANCE
60350,-0.20,0.16,9.71,-0.001,-0.023,0.008,12.404,35.11,100432.1,27.52,74.4,DISTANCE
60360,0.21,-0.26,9.88,-0.019,-0.024,0.011,12.404,35.11,100432.2,27.52,74.4,DISTANCE
60370,0.29,-0.20,9.83,-0.004,0.024,0.006,12.404,35.10,100432.3,27.52,74.4,DISTANCE
60380,0.26,0.07,9.86,0.024,-0.005,0.014,12.404,35.09,100432.4,27.52,74.4,DISTANCE
60390,0.30,0.10,9.63,0.002,-0.000,0.009,12.404,35.08,100432.5,27.52,74.4,DISTANCE
60400,0.06,0.24,9.81,-0.016,-0.021,0.018,12.404,35.07,100432.7,27.52,74.4,DISTANCE
60410,-0.30,0.15,9.64,-0.011,-0.003,0.014,12.404,35.06,100432.8,27.52,74.4,DISTANCE
60420,-0.01,-0.12,9.66,-0.012,0.024,0.003,12.404,35.05,100432.9,27.52,74.3,DISTANCE
60430,-0.00,-0.03,9.91,-0.019,-0.018,0.006,12.404,35.04,100433.0,27.52,74.3,DISTANCE
60440,-0.25,0.13,9.76,-0.020,-0.003,0.014,12.404,35.03,100433.1,27.52,74.3,DISTANCE
60450,0.09,0.21,9.81,-0.021,-0.004,-0.001,12.404,35.03,100433.3,27.52,74.3,DISTANCE
60460,0.04,0.29,9.70,0.002,-0.019,0.002,12.404,35.02,100433.4,27.52,74.3,DISTANCE
60470,0.04,0.18,9.71,0.011,0.009,0.003,12.405,35.01,100433.5,27.52,74.3,DISTANCE
60480,-0.15,0.06,9.88,0.018,-0.005,0.015,12.405,35.00,100433.6,27.52,74.3,DISTANCE
60490,-0.12,0.24,9.73,0.015,-0.005,0.013,12.405,34.99,100433.7,27.52,74.3,DISTANCE
60500,-0.16,-0.22,9.64,0.014,0.013,0.008,12.405,34.98,100433.8,27.52,74.3,DISTANCE
60510,-0.12,-0.23,9.68,0.011,0.024,0.009,12.405,34.97,100434.0,27.52,74.3,DISTANCE
60520,-0.05,-0.20,9.71,-0.017,0.017,0.001,12.405,34.96,100434.1,27.52,74.2,DISTANCE
60530,-0.10,-0.28,9.83,0.024,0.023,0.005,12.405,34.95,100434.2,27.52,74.2,DISTANCE
60540,0.22,-0.10,9.77,-0.021,-0.002,-0.000,12.405,34.94,100434.3,27.52,74.2,DISTANCE
60550,0.26,-0.17,9.84,-0.009,-0.002,0.001,12.405,34.93,100434.4,27.52,74.2,DISTANCE
60560,0.06,0.04,9.85,-0.019,0.002,0.016,12.405,34.92,100434.5,27.52,74.2,DISTANCE
60570,0.17,0.01,9.81,0.001,-0.001,0.005,12.405,34.91,100434.7,27.52,74.2,DISTANCE
60580,0.02,-0.19,9.89,0.019,0.010,0.004,12.405,34.91,100434.8,27.52,74.2,DISTANCE
60590,0.30,-0.16,9.83,0.015,0.014,0.011,12.405,34.90,100434.9,27.52,74.2,DISTANCE
60600,0.11,-0.10,9.62,-0.015,0.004,0.002,12.405,34.89,100435.0,27.52,74.2,DISTANCE
60610,0.24,-0.08,9.86,-0.016,0.010,0.001,12.405,34.88,100435.1,27.52,74.2,DISTANCE
60620,0.05,-0.27,9.78,0.024,0.004,0.014,12.405,34.87,100435.2,27.52,74.1,DISTANCE
60630,0.09,-0.09,9.76,0.001,0.004,0.013,12.405,34.86,100435.3,27.52,74.1,DISTANCE
60640,0.02,0.28,9.63,0.020,-0.017,0.012,12.405,34.85,100435.5,27.52,74.1,DISTANCE
60650,0.11,-0.30,9.79,0.001,0.023,0.010,12.405,34.84,100435.6,27.52,74.1,DISTANCE
60660,0.06,0.18,9.71,0.023,0.015,0.005,12.405,34.83,100435.7,27.52,74.1,DISTANCE
60670,-0.16,0.24,9.86,0.022,-0.021,0.006,12.405,34.82,100435.8,27.52,74.1,DISTANCE
60680,-0.03,0.12,9.86,0.023,0.009,0.013,12.405,34.81,100435.9,27.52,74.1,DISTANCE
60690,0.30,0.17,9.64,-0.011,0.004,0.010,12.405,34.80,100436.0,27.52,74.1,DISTANCE
60700,0.16,0.09,9.88,0.013,0.004,0.009,12.405,34.79,100436.1,27.52,74.1,DISTANCE
60710,0.22,-0.17,9.71,-0.016,-0.021,0.013,12.405,34.78,100436.2,27.52,74.1,DISTANCE
60720,-0.18,-0.02,9.90,-0.011,0.015,-0.002,12.405,34.77,100436.4,27.52,74.1,DISTANCE
60730,-0.19,0.29,9.84,-0.024,-0.002,-0.000,12.405,34.76,100436.5,27.52,74.0,DISTANCE
60740,-0.24,-0.12,9.80,-0.021,-0.009,0.013,12.405,34.75,100436.6,27.52,74.0,DISTANCE
60750,0.27,0.01,9.62,0.009,0.018,0.007,12.405,34.74,100436.7,27.52,74.0,DISTANCE
60760,0.08,-0.23,9.88,0.005,0.016,0.013,12.405,34.73,100436.8,27.52,74.0,DISTANCE
60770,0.09,0.30,9.71,-0.009,-0.001,-0.000,12.405,34.72,100436.9,27.52,74.0,DISTANCE
60780,-0.03,0.09,9.63,-0.022,0.008,0.000,12.405,34.71,100437.0,27.52,74.0,DISTANCE
60790,-0.30,-0.09,9.87,-0.022,0.002,0.011,12.405,34.70,100437.1,27.52,74.0,DISTANCE
60800,0.26,-0.09,9.70,-0.015,0.022,0.017,12.405,34.69,100437.2,27.52,74.0,DISTANCE
60810,0.03,0.16,9.83,-0.008,0.005,0.004,12.405,34.68,100437.4,27.52,74.0,DISTANCE
60820,0.09,-0.02,9.71,0.023,-0.004,0.016,12.406,34.67,100437.5,27.52,74.0,DISTANCE
60830,0.19,-0.22,9.78,0.002,0.010,0.011,12.406,34.66,100437.6,27.52,74.0,DISTANCE
60840,0.10,0.28,9.65,-0.022,-0.004,0.012,12.406,34.64,100437.7,27.52,73.9,DISTANCE
60850,-0.22,0.29,9.75,-0.009,-0.006,0.002,12.406,34.63,100437.8,27.52,73.9,DISTANCE
60860,0.01,0.05,9.66,0.006,-0.020,0.012,12.406,34.62,100437.9,27.52,73.9,DISTANCE
60870,0.03,-0.02,9.74,0.008,-0.015,0.010,12.406,34.61,100438.0,27.52,73.9,DISTANCE
60880,-0.08,0.27,9.91,-0.013,-0.015,0.009,12.406,34.60,100438.1,27.52,73.9,DISTANCE
60890,0.03,0.14,9.81,0.009,0.012,0.007,12.406,34.59,100438.2,27.52,73.9,DISTANCE
60900,0.06,0.14,9.88,-0.015,-0.018,0.012,12.406,34.58,100438.3,27.52,73.9,DISTANCE
60910,-0.19,-0.01,9.67,0.022,-0.006,0.001,12.406,34.57,100438.4,27.52,73.9,DISTANCE
60920,-0.27,0.13,9.62,-0.001,0.024,-0.002,12.406,34.56,100438.6,27.52,73.9,DISTANCE
60930,-0.15,-0.12,9.66,0.024,-0.003,-0.003,12.406,34.55,100438.7,27.52,73.9,DISTANCE
60940,0.23,0.14,9.71,-0.019,-0.007,0.012,12.406,34.54,100438.8,27.52,73.9,DISTANCE
60950,0.11,-0.11,9.70,0.019,-0.006,0.005,12.406,34.53,100438.9,27.52,73.8,DISTANCE
60960,-0.08,-0.10,9.65,-0.005,-0.002,-0.001,12.406,34.52,100439.0,27.52,73.8,DISTANCE
60970,0.04,-0.10,9.63,0.013,-0.017,0.012,12.406,34.51,100439.1,27.52,73.8,DISTANCE
60980,-0.16,-0.11,9.76,0.017,-0.006,0.009,12.406,34.49,100439.2,27.52,73.8,DISTANCE
60990,-0.02,0.26,9.84,-0.011,-0.004,-0.001,12.406,34.48,100439.3,27.52,73.8,DISTANCE
61000,-0.09,-0.29,9.80,0.012,0.018,0.003,12.406,34.47,100439.4,27.52,73.8,DISTANCE
61010,0.26,0.24,9.88,0.008,0.019,0.010,12.406,34.46,100439.5,27.52,73.8,DISTANCE
61020,0.08,-0.03,9.85,-0.000,0.008,0.006,12.406,34.45,100439.6,27.52,73.8,DISTANCE
61030,0.16,-0.18,9.69,0.023,-0.016,0.015,12.406,34.44,100439.7,27.52,73.8,DISTANCE
61040,-0.26,-0.30,9.83,0.006,0.025,0.008,12.406,34.43,100439.8,27.52,73.8,DISTANCE
61050,-0.08,-0.19,9.66,0.018,0.001,-0.001,12.406,34.42,100439.9,27.52,73.8,DISTANCE
61060,-0.05,0.28,9.75,-0.011,0.017,0.010,12.406,34.41,100440.0,27.52,73.7,DISTANCE
61070,0.22,0.10,9.83,-0.021,-0.017,0.004,12.406,34.39,100440.1,27.52,73.7,DISTANCE
61080,-0.06,-0.05,9.70,-0.021,0.015,0.001,12.406,34.38,100440.2,27.52,73.7,DISTANCE
61090,0.28,-0.22,9.62,0.015,0.014,0.012,12.406,34.37,100440.3,27.52,73.7,DISTANCE
61100,-0.05,-0.10,9.89,0.015,-0.018,0.012,12.406,34.36,100440.5,27.52,73.7,DISTANCE
61110,0.05,-0.19,9.84,0.025,-0.018,-0.001,12.406,34.35,100440.6,27.52,73.7,DISTANCE
61120,-0.19,-0.09,9.64,0.017,-0.024,-0.002,12.407,34.34,100440.7,27.52,73.7,DISTANCE
61130,0.21,-0.13,9.89,-0.006,0.024,0.011,12.407,34.33,100440.8,27.52,73.7,DISTANCE
61140,-0.00,-0.09,9.85,-0.024,0.021,0.016,12.407,34.31,100440.9,27.52,73.7,DISTANCE
61150,0.07,0.21,9.77,0.005,0.013,-0.001,12.407,34.30,100441.0,27.52,73.7,DISTANCE
61160,-0.00,0.30,9.72,0.013,0.017,0.008,12.407,34.29,100441.1,27.52,73.7,DISTANCE
61170,-0.04,-0.14,9.67,0.007,0.014,0.016,12.407,34.28,100441.2,27.52,73.7,DISTANCE
61180,-0.27,0.27,9.66,0.017,-0.022,0.015,12.407,34.27,100441.3,27.52,73.6,DISTANCE
61190,-0.05,-0.08,9.69,-0.006,0.008,0.002,12.407,34.26,100441.4,27.52,73.6,DISTANCE
61200,0.23,-0.06,9.80,-0.011,0.003,0.009,12.407,34.24,100441.5,27.52,73.6,DISTANCE
61210,0.26,-0.17,9.63,0.001,-0.010,0.008,12.407,34.23,100441.6,27.52,73.6,DISTANCE
61220,-0.25,0.05,9.84,-0.020,0.022,0.007,12.407,34.22,100441.7,27.52,73.6,DISTANCE
61230,-0.15,-0.02,9.74,-0.023,-0.012,0.009,12.407,34.21,100441.8,27.52,73.6,DISTANCE
61240,0.21,-0.15,9.72,-0.014,-0.004,0.013,12.407,34.20,100441.9,27.52,73.6,DISTANCE
61250,0.22,0.28,9.69,-0.006,-0.009,0.006,12.407,34.18,100442.0,27.52,73.6,DISTANCE
61260,-0.13,0.02,9.88,-0.016,0.010,0.005,12.407,34.17,100442.1,27.52,73.6,DISTANCE
61270,-0.09,0.19,9.70,-0.012,-0.009,0.014,12.407,34.16,100442.2,27.52,73.6,DISTANCE
61280,-0.04,0.16,9.90,0.016,-0.014,0.006,12.407,34.15,100442.3,27.52,73.6,DISTANCE
61290,-0.30,-0.25,9.78,-0.000,0.005,0.006,12.407,34.14,100442.4,27.52,73.6,DISTANCE
61300,0.17,0.27,9.67,-0.024,-0.000,0.013,12.407,34.12,100442.5,27.52,73.5,DISTANCE
61310,-0.01,0.03,9.73,-0.003,0.012,0.005,12.407,34.11,100442.6,27.52,73.5,DISTANCE
61320,0.12,-0.01,9.62,-0.024,-0.020,-0.003,12.407,34.10,100442.7,27.52,73.5,DISTANCE
61330,0.11,-0.29,9.74,0.013,0.004,0.009,12.407,34.09,100442.8,27.52,73.5,DISTANCE
61340,0.04,-0.08,9.79,0.012,-0.004,0.013,12.407,34.08,100442.9,27.52,73.5,DISTANCE
61350,0.19,0.11,9.66,0.022,0.005,0.007,12.407,34.06,100443.0,27.52,73.5,DISTANCE
61360,0.04,0.13,9.74,0.008,-0.001,0.004,12.407,34.05,100443.1,27.52,73.5,DISTANCE
61370,-0.20,0.14,9.67,-0.017,-0.020,0.004,12.407,34.04,100443.2,27.52,73.5,DISTANCE
61380,-0.28,0.08,9.82,0.004,0.007,0.004,12.408,34.03,100443.3,27.52,73.5,DISTANCE
61390,-0.04,-0.16,9.76,-0.006,0.016,0.004,12.408,34.01,100443.4,27.52,73.5,DISTANCE
61400,-0.07,-0.01,9.75,0.019,0.007,0.015,12.408,34.00,100443.4,27.52,73.5,DISTANCE
61410,-0.25,0.02,9.73,0.016,-0.001,-0.000,12.408,33.99,100443.5,27.52,73.5,DISTANCE
61420,0.23,-0.04,9.74,-0.004,0.021,0.010,12.408,33.98,100443.6,27.52,73.4,DISTANCE
61430,0.26,0.15,9.84,0.020,-0.025,-0.000,12.408,33.96,100443.7,27.52,73.4,DISTANCE
61440,0.09,0.25,9.87,0.016,-0.023,0.004,12.408,33.95,100443.8,27.52,73.4,DISTANCE
61450,-0.01,-0.17,9.87,0.020,0.011,-0.001,12.408,33.94,100443.9,27.52,73.4,DISTANCE
61460,0.26,0.09,9.91,-0.004,-0.006,0.007,12.408,33.93,100444.0,27.52,73.4,DISTANCE
61470,0.15,0.10,9.90,-0.004,0.023,0.007,12.408,33.91,100444.1,27.52,73.4,DISTANCE
61480,0.18,-0.29,9.69,0.002,-0.014,0.008,12.408,33.90,100444.2,27.52,73.4,DISTANCE
61490,-0.09,-0.05,9.87,-0.023,-0.001,0.011,12.408,33.89,100444.3,27.52,73.4,DISTANCE
61500,-0.03,-0.04,9.90,0.013,-0.013,0.012,12.408,33.87,100444.4,27.52,73.4,DISTANCE
61510,-0.23,0.20,9.66,-0.021,-0.010,0.012,12.408,33.86,100444.5,27.52,73.4,DISTANCE
61520,0.08,-0.18,9.81,-0.023,-0.016,0.000,12.408,33.85,100444.6,27.52,73.4,DISTANCE
61530,0.17,0.14,9.90,0.015,-0.015,-0.003,12.408,33.84,100444.7,27.52,73.4,DISTANCE
61540,0.18,-0.07,9.80,0.010,0.007,-0.003,12.408,33.82,100444.8,27.52,73.4,DISTANCE
61550,0.01,0.28,9.88,0.022,0.005,0.011,12.408,33.81,100444.9,27.52,73.3,DISTANCE
61560,0.04,0.01,9.74,0.023,0.006,0.006,12.408,33.80,100445.0,27.52,73.3,DISTANCE
61570,-0.08,-0.27,9.92,0.012,-0.023,0.000,12.408,33.78,100445.1,27.52,73.3,DISTANCE
61580,0.17,-0.05,9.63,0.009,0.007,0.011,12.408,33.77,100445.1,27.52,73.3,DISTANCE
61590,-0.00,0.30,9.84,-0.025,0.006,0.010,12.408,33.76,100445.2,27.52,73.3,DISTANCE
61600,0.01,-0.22,9.65,0.012,0.025,0.007,12.408,33.75,100445.3,27.52,73.3,DISTANCE
61610,0.13,-0.02,9.74,-0.007,0.020,0.013,12.408,33.73,100445.4,27.52,73.3,DISTANCE
61620,0.28,-0.23,9.89,0.021,0.022,0.006,12.409,33.72,100445.5,27.52,73.3,DISTANCE
61630,0.11,0.07,9.90,-0.019,0.015,0.008,12.409,33.71,100445.6,27.52,73.3,DISTANCE
61640,-0.12,0.12,9.89,0.019,-0.005,0.001,12.409,33.69,100445.7,27.52,73.3,DISTANCE
61650,0.10,-0.06,9.77,-0.001,0.023,0.002,12.409,33.68,100445.8,27.52,73.3,DISTANCE
61660,0.02,0.08,9.64,-0.003,0.013,0.012,12.409,33.67,100445.9,27.52,73.3,DISTANCE
61670,-0.25,-0.23,9.82,-0.023,-0.000,0.014,12.409,33.65,100446.0,27.52,73.3,DISTANCE
61680,0.30,0.17,9.82,-0.006,-0.009,0.013,12.409,33.64,100446.1,27.52,73.2,DISTANCE
61690,-0.10,-0.28,9.70,0.007,0.004,0.014,12.409,33.63,100446.1,27.52,73.2,DISTANCE
61700,0.16,-0.02,9.70,0.013,0.022,0.002,12.409,33.61,100446.2,27.52,73.2,DISTANCE
61710,-0.23,0.23,9.92,-0.012,0.012,-0.001,12.409,33.60,100446.3,27.52,73.2,DISTANCE
61720,0.18,0.29,9.80,0.015,-0.022,0.012,12.409,33.59,100446.4,27.52,73.2,DISTANCE
61730,-0.16,0.02,9.90,0.018,0.022,0.008,12.409,33.57,100446.5,27.52,73.2,DISTANCE
61740,0.09,0.21,9.88,0.010,0.009,0.015,12.409,33.56,100446.6,27.52,73.2,DISTANCE
61750,-0.25,-0.00,9.73,-0.013,0.002,-0.000,12.409,33.54,100446.7,27.52,73.2,DISTANCE
61760,0.18,0.29,9.64,0.019,-0.001,0.010,12.409,33.53,100446.8,27.52,73.2,DISTANCE
61770,0.29,-0.23,9.82,0.024,-0.018,0.006,12.409,33.52,100446.8,27.52,73.2,DISTANCE
61780,-0.25,-0.12,9.90,-0.018,-0.001,-0.002,12.409,33.50,100446.9,27.52,73.2,DISTANCE
61790,0.14,-0.18,9.77,-0.013,0.018,0.010,12.409,33.49,100447.0,27.52,73.2,DISTANCE
61800,0.24,-0.21,9.87,0.014,-0.003,0.010,12.409,33.48,100447.1,27.52,73.2,DISTANCE
61810,-0.16,0.05,9.77,-0.013,0.015,0.015,12.409,33.46,100447.2,27.52,73.2,DISTANCE
61820,-0.25,-0.08,9.91,-0.023,0.022,0.013,12.409,33.45,100447.3,27.52,73.1,DISTANCE
61830,0.23,0.01,9.66,-0.021,0.015,-0.003,12.409,33.44,100447.4,27.52,73.1,DISTANCE
61840,-0.28,-0.15,9.69,0.011,-0.011,-0.002,12.409,33.42,100447.5,27.52,73.1,DISTANCE
61850,-0.26,-0.27,9.67,0.017,0.022,0.009,12.410,33.41,100447.5,27.52,73.1,DISTANCE
61860,-0.22,-0.01,9.64,0.024,-0.025,0.014,12.410,33.39,100447.6,27.52,73.1,DISTANCE
61870,0.04,-0.19,9.74,0.013,-0.015,0.004,12.410,33.38,100447.7,27.52,73.1,DISTANCE
61880,-0.29,-0.02,9.79,0.012,-0.016,0.002,12.410,33.37,100447.8,27.52,73.1,DISTANCE
